company,name,title,mapped,role_bucket,connection_degree,score,score_ge_35,note_qc,note,company_cap,min_score,selected_for_company,company_sent
Etched,Vikramaditya Pidaparthi,"MTS @ Etched | Prev SWE @ Coinbase, John Deere | MCS @ Illinois",yes,Engineering,3rd,2,no,send,"Hi Vikramaditya, I'm exploring technical PM roles at Etched from a data/platform engineering background. Given your time in SWE there, does that kind of background fit product work? Any concrete pointers on who I should talk to about it?",3,35,1,True
Etched,Mayank Gupta,Product Quality@Etched | Ex-Apple | Building 108Journeys,yes,Other,3rd,-25,no,send,"Hi Mayank, I'm a Marshall MBA and former engineer targeting technical product roles. Since you're building quality at Etched, I'm curious - what's the one thing your team needs most help with right now? Would love to know if there's someone I should talk to.",3,35,1,True
Merlin AI,Merlin McKean,Fidelity Digital Assets,yes,Other,3rd,-25,no,send,"Hi Merlin, I'm a Marshall MBA + former engineer looking at PM/product roles at Merlin AI. I'd value a connect and a quick pointer on what matters to the team.",3,-5,0,False
Operon,Sheila Scheidt,Calibration/Instrumentation Tech 3 at Eurofins MWG/Operon Operating Engineer,yes,Engineering,3rd,2,no,send,"Hi Sheila, I'm exploring technical PM roles at Operon from a backend/data engineering background. How do builders influence product decisions there? Any pointers on who I should talk to about that?",3,10,0,False
Operon,Soledad Hidalgo,Quality Assurance and Regulatory Affairs OPERON S.A.,yes,Other,3rd,-25,no,send,"Hi Soledad, I'm a Marshall MBA + former engineer looking at PM/product roles at Operon. I'd value a connect and a quick pointer on what matters to the team.",3,10,0,False
Operon,Marta Muñoz Lopez,Biochemist. Lateral Flow Specialist.,yes,Other,3rd,-25,no,send,"Hi Marta, I'm a Marshall MBA and former engineer exploring technical product roles at Operon. Since you're deep in lateral flow work, I'd love to know - what's the biggest thing your team is focused on right now? Are you the right person to talk with, or should I reach out to someone else?",3,10,0,False
Operon,Huda khalid,Attended Aligarh Muslim University,yes,Other,3rd,-25,no,send,"Hi Huda, I'm a Marshall MBA and former engineer targeting technical product roles. What's one thing the team at Operon is focused on right now that I should understand? And if it makes sense, who's the right person for me to talk to?",3,10,0,False
Operon,Estefanía Coto Portero,Responsable RRHH en OPERON S.A.,yes,Other,3rd,-25,no,send,"Hi Estefanía, I'm a Marshall MBA + former backend/data engineer exploring PM/product roles at Operon. Operon's platform work connects with systems I've built before. Open to connecting? I'd value a quick read on fit.",3,10,0,False
Operon,Ana Cristina Millán Placer,R&D Project Manager en Operon S.A.,yes,Other,3rd,-25,no,send,"Hi Ana - I'm a Marshall MBA and former engineer exploring technical PM roles at Operon. What are the biggest R&D priorities your team is working on? Looking to understand the landscape better. Could you point me toward the right person to talk to, or share your take on what matters most to the team?",3,10,0,False
Vercel,Zack Tanner,"Software Engineer, Next.js @ ▲ Vercel",no,Engineering,2nd,82,yes,send,"Hey Zack, fellow Trojan here. I'm exploring technical PM roles at Vercel from a data platform and enterprise software background. Does that background seem relevant to product work there, and do you have any recommendations on who I should talk to about it?",3,35,1,True
Vercel,Ian Brash,Software Engineer @ Vercel,no,Engineering,3rd+,52,yes,send,"Hi Ian - fellow Trojan exploring technical PM at Vercel. I've got enterprise software and data platform experience, and I'm curious how builders like you influence product decisions there. Any pointers on who I should talk to?",3,35,1,True
Vercel,Will Hopkins,Software Engineer (Compute) @ Vercel,no,Engineering,2nd,42,yes,send,"Hi Will, I'm a Marshall MBA and former data/platform engineer exploring technical PM roles at Vercel. I'm curious how builders like you influence product decisions there - does that kind of background fit? Any pointers on who I should talk to about it?",3,35,1,True
Vercel,Patricia Tani,"Product Design @ Whop, prev YC x3, IBM",no,Other,2nd,15,no,send,"Hi Patricia, I'm a Marshall MBA + former backend/data engineer exploring PM/product roles at Vercel. Vercel's platform work connects with systems I've built before. Open to connecting? I'd value a quick read on fit.",3,35,1,True
Vercel,Thomas Zhenhua Wang,"Founder | Building the future of data platforms | Ex-Roblox, Meta, Lyft",yes,Founder,3rd,6,no,send,"Hi Thomas, I'm a Marshall MBA and former data/platform engineer exploring technical product roles at Vercel. Given your background building data platforms, does that fit anything useful there? Any pointers on who I should talk to?",3,35,1,True
Vercel,Tony Pan,Software Engineer @ ▲ Vercel,yes,Engineering,3rd,2,no,send,"Hi Tony, I'm a Marshall MBA and former platform engineer exploring technical product roles at Vercel. How do builders like you actually influence product decisions there? Would love a recommendation on who I should talk to about that.",3,35,1,True
Vercel,Rohan Taneja,"AI @ Vercel | UC Berkeley M.E.T. Alum | Prev SWE @ Chime, DoorList",yes,Engineering,3rd,2,no,send,"Hi Rohan, I'm a Marshall MBA and former data/platform engineer exploring technical PM roles at Vercel. Does that background fit product work there? Any recommendations on who I should talk to about it?",3,35,1,True
Vercel,Bhrigu Srivastava,Software Engineer @ Vercel,yes,Engineering,3rd,2,no,send,"Hi Bhrigu, I'm a former backend/data engineer now at USC Marshall exploring PM/product roles at Vercel. Vercel's platform work connects with systems I've built before. I'd value a quick pointer on how builders work with product there.",3,35,1,True
Vercel,Andrey Buzin,Software Engineer @ Vercel,yes,Engineering,3rd,2,no,send,"Hi Andrey, I'm a Marshall MBA and former engineer looking at technical product roles at Vercel. From the engineering side, does that background seem relevant? If so, who's the right person to talk to about it?",3,35,1,True
Vercel,Alexander Moks (MASc),Software Engineer - Infrastructure,yes,Engineering,3rd,2,no,send,"Hi Alexander, I'm an MBA with backend/data/platform engineering experience, now exploring technical product roles at Vercel. Infrastructure work is where I've built before. How do builders influence product decisions there - or who should I talk to about that?",3,35,1,True
Vercel,Aayush Kapoor,Software Engineer at Vercel,yes,Engineering,3rd,2,no,send,"Hi Aayush, I'm a Marshall MBA + former data/platform engineer exploring PM/product roles at Vercel. Since you're on the engineering side there, I'd value a pointer on how technical PM candidates can stand out.",3,35,1,True
Vercel,Lydia Cuarezma-Cobette,Senior Technical Recruiter at Vercel,yes,Recruiting,3rd,-20,no,send,"Hi Lydia, I'm a Marshall MBA and former backend/data engineer exploring technical product roles. Vercel's platform work connects with systems I've built. Can you point me to the right PM hiring contact, or give me a sense of the screening process? Thanks.",3,35,1,True
Vercel,Shar Dara,"Agent Framework (eve), Product @ Vercel",yes,Other,3rd,-25,no,send,"Hi Shar, I'm a Marshall MBA and former engineer exploring technical product roles at Vercel. Agent Framework caught my attention - who's the right person to talk to about PM openings on the team?",3,35,1,True
Vercel,Pranav Kanchi,Product @ Vercel,yes,Other,3rd,-25,no,send,"Hi Pranav - I'm a Marshall MBA and former engineer exploring technical product roles, and Vercel's what I'm focused on right now. Who's the best person on the product team for me to talk to about how you all approach the role?",3,35,1,True
Vercel,Kim Neuwirth,Product at Vercel | Ex-Stripe and multiple startups,yes,Other,3rd,-25,no,send,"Hi Kim, I'm a Marshall MBA + former engineer looking at PM/product roles at Vercel. I'd value a connect and a quick pointer on what matters to the team.",3,35,1,True
Vercel,Karishma Asthana,"Product Marketing, Vercel",yes,Other,3rd,-25,no,send,"Hi Karishma, I'm a Marshall MBA + former backend/data engineer exploring PM/product roles at Vercel. Vercel's platform work connects with systems I've built before. Open to connecting? I'd value a quick read on fit.",3,35,1,True
Vercel,Jeremy Dopkin,Product Growth @ Vercel,yes,Other,3rd,-25,no,send,"Hi Jeremy, I'm a Marshall MBA + former engineer looking at PM/product roles at Vercel. I'd value a connect and a quick pointer on what matters to the team.",3,35,1,True
Vercel,David Lee,"Product @ ▲ | Stanford GSB | Lifelong student | Nerd (coffee, credit card points, hacking)",yes,Other,3rd,-25,no,send,"Hi David, I'm a Marshall MBA + former backend/data engineer exploring PM/product roles at Vercel. Vercel's platform work connects with systems I've built before. Open to connecting? I'd value a quick read on fit.",3,35,1,True
Hebbia,Mark W.,Ex-Google | Ex-Opendoor | Occasional Prediction Market Trader | Software Engineer,no,Engineering,2nd,82,yes,send,"Hi Mark, fellow Trojan here - I'm a Marshall MBA and former data/platform engineer exploring technical PM roles at Hebbia. Does that background fit product work there? Any recommendations on people I should talk to about it?",1,35,0,False
Hebbia,Mahadev K.,Engineering,no,Engineering,2nd,42,yes,send,"Hi Mahadev, I'm a Marshall MBA and former data/platform engineer exploring technical product roles at Hebbia. Does that background fit product work there? Any recommendations on who I should talk to about it?",1,35,0,False
Hebbia,Lex Bussan,AI + Software Engineering,no,Engineering,2nd,42,yes,send,"Hi Lex, I'm a Marshall MBA + former data/platform engineer exploring PM/product roles at Hebbia. Since you're on the engineering side there, I'd value a pointer on how technical PM candidates can stand out.",1,35,0,False
Hebbia,Kevin Shankar,Product Marketing at Hebbia | Ex-Stripe | Adobe alum,no,Other,2nd,15,no,send,"Hi Kevin, I'm a Marshall MBA and former engineer targeting PM roles at Hebbia. What's one thing your product team is focused on right now that I should understand? Happy to grab a quick pointer from you.",1,35,0,False
Hebbia,Kavita Anand,Product @ Hebbia | Building agentic AI for Finance,no,Other,2nd,15,no,send,"Hi Kavita, I'm a Marshall MBA + former engineer looking at PM/product roles at Hebbia. I'd value a connect and a quick pointer on what matters to the team.",1,35,0,False
